title,type,release_year,runtime,genres,imdb_score,name,role,thriller,scifi,animation,documentation,history,western,war,sport,action,romance,horror,crime,comedy,drama,music,reality,fantasy,family,european
Backstabbed,MOVIE,2016.0,88.0,"['thriller', 'drama']",4.8,"Josie Davis,Brittany Underwood,Micah Alberti,Kevin Spirtas,Brad Lee Wind,Amanda Musso,Taji Coleman,Charles Christopher,Janna VanHeertum,Dan Louis,Josh Fingerhut,René Ashton,Ace Underhill,Henry Bonilla,Leif Carlgren,Justin Arnold,Doug Campbell",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pete Correale: Let Me Tell Ya,MOVIE,2015.0,62.0,['comedy'],7.9,"Pete Correale,John Asher",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49-O,MOVIE,2015.0,128.0,"['drama', 'comedy']",6.5,"Goundamani,Bala Singh,Guru Somasundaram,Rajendran,Thirumurugan,Munnar Ramesh,V. I. S. Jayapalan,Alva Vasu,Delna Davis,Chaams,P. Arokiyadoss",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Legend of Swee' Pea,MOVIE,2015.0,75.0,"['animation', 'sport', 'documentation']",7.3,"Lloyd Daniels,Benjamin May",ACTOR,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All She Wishes,MOVIE,2015.0,90.0,"['fantasy', 'comedy', 'family']",5.7,"Lexi Giovagnoli,Calum Worthy,Diedrich Bader,Julia Duffy,Kathryn Albers,Dan Wilt,Matt Clouston,Ree Lawson,Lora Chatman,Grainne McDermott,Letia Clouston",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Kadavul Paathi Mirugam Paathi,MOVIE,2015.0,89.0,"['thriller', 'action']",2.5,"Raj Zacharias,Sethu,Abhishek Shankar,Swetha Vijay,Arjuna,Surabhi Prabhu,Pooja Umashankar,Raj Zacharias",ACTOR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ombre della Sera,MOVIE,2015.0,83.0,"['drama', 'documentation', 'european']",7.1,Valentina Esposito,DIRECTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Standing Eight,MOVIE,2016.0,21.0,['drama'],5.933656114214774,"Kazy Tauginas,Brian Kazmarck",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jay Pharoah: Can I Be Me?,MOVIE,2015.0,62.0,['comedy'],5.9,"Jay Pharoah,Ryan Polito",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Moone Moonu Varthai,MOVIE,2015.0,128.0,"['romance', 'comedy']",6.0,"Arjun Chidambaram,Venkatesh Harinathan,Aditi Chengappa,K. Bhagyaraj,Lakshmi,S. P. Balasubramaniam,M. S. Bhaskar,Nithin Sathya,Robo Shankar,Darshana Rajendran,S.P.B. Charan,Madhumita",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gelo,MOVIE,2016.0,118.0,"['romance', 'drama']",7.0,"Jaspinder Cheema,Gurjit Singh,Dilavar Sidhu,Manbhavan Singh",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Mexico's Bravest Man,MOVIE,2016.0,85.0,['documentation'],7.2,"Adriana Allende,Jesus Antonio Castaneda Alvarez,Edward Benavides,Howard Campbell,Mari Cruz,Shohn Huckabee,Amy Isaacson,Dan Jones,Mario Quintero Lara",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Watching You,MOVIE,2016.0,90.0,"['romance', 'thriller']",4.6,"Madeline Zima,Brian Ames,Lesley-Anne Down,Rob Gleeson,Mark David Christenson,Marshall Porter,Lilan Bowden,Stephen Ford,Ahmed Bharoocha,Maureen Bharoocha",ACTOR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Happy 40th,MOVIE,2015.0,100.0,['drama'],6.2,"Yvonne Woods,Brian Slaten,Jenni Blong,Robyn Cohen",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Restricted Area: Baron Palace,MOVIE,2016.0,85.0,"['thriller', 'horror']",5.933656114214774,"yasmine omar,sara nakhla,tarek obead,mohamed fikry,adel abdel razek,gehad soltan,mohamed fikry",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Pop Ups: Great Pretenders Club,MOVIE,2015.0,30.0,"['family', 'music']",5.933656114214774,"Jason Rabinowitz,Jacob Stein",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Thoongaavanam,MOVIE,2015.0,127.0,"['thriller', 'crime', 'action']",7.1,"Kamal Haasan,Trisha Krishnan,Aman Abdullah,Prakash Raj,Kishore,Asha Sarath,Sampath Raj,Yugi Sethu,Madhu Shalini,Uma Riyaz Khan,Jagan,Santhana Bharathi,Guru Somasundaram,Rajesh M. Selva,Chaams,Rajesh M. Selva",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
In the Box,MOVIE,2015.0,85.0,"['thriller', 'european']",4.5,"Antónia Lišková,Niccolò Alaimo,Jonathan Silvestri,Giacomo Lesina",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Great Plains,MOVIE,2016.0,90.0,['drama'],5.4,"Beth Grant,Tara Buck,Billy Blair,Damon Carney,Ginger Gilmartin,Cate Jones,Blair Hayes",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vaanavil Vaazhkai,MOVIE,2015.0,145.0,['drama'],5.1,"Jose Selvaraj,Janani Rajan,Shivi Sharon,Jithin Raj,Cassandra Rachel,Maya S. Krishnan,James Vasanthan",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thiraipada Nagaram,MOVIE,2015.0,114.0,['drama'],5.933656114214774,"Thambi Ramaiah,Priya,Muthu",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love and Love Only,MOVIE,2016.0,131.0,"['drama', 'comedy', 'romance']",7.3,"Ambika Asthana,Benjamin Cork,Sashi Dandekar,Rohit Kalia,Suparna Mallick,Anton Manojkumar,Shekhar Mehta,Robert Osborne,Juliana Peniazeva,Vick Sehgal,Murthy Vaitheeswaran,Julian Karikalan",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Unwanted Guest,MOVIE,2016.0,86.0,"['drama', 'thriller']",5.1,"Beth Littleford,Kate Mansi,Ted King,Henderson Wade,Valentina Novakovic,Catherine Carlen,J Ferguson,Jay Richardson,Ted Monte,Jessica Cameron,Jerry Lacy,Olivia Lemmon,Scott Thomas Reynolds,Nancy Sullivan,Fred Olen Ray",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Music & Murder,MOVIE,2016.0,104.0,[],5.933656114214774,"Mike Rae Anderson,Jennifer Ansari,Johnna Jeong,Greg Galloway",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopy Kings,MOVIE,2016.0,94.0,"['comedy', 'romance']",5.9,"Joy Leigh,Greg Dorchak",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Killing Eve,SHOW,2018.0,42.0,"['crime', 'drama', 'thriller', 'action']",8.2,"Sandra Oh,Jodie Comer,Fiona Shaw,Kim Bodnia,Laurentiu Possa,Camille Cottin,Ingvar E. Sigurðsson",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
American Gods,SHOW,2017.0,54.0,"['scifi', 'drama', 'fantasy']",7.7,"Ricky Whittle,Ian McShane,Emily Browning,Bruce Langley,Yetide Badaki",ACTOR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Marvelous Mrs. Maisel,SHOW,2017.0,54.0,"['comedy', 'drama']",8.7,"Rachel Brosnahan,Alex Borstein,Michael Zegen,Tony Shalhoub,Marin Hinkle,Bailey De Young,Matilda Szydagis,Nunzio Pascale,Zachary Levi,Kevin Pollak,Caroline Aaron",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
A Very English Scandal,SHOW,2018.0,56.0,"['drama', 'comedy', 'crime', 'history', 'european']",7.7,"Hugh Grant,Ben Whishaw,Alex Jennings,Monica Dolan,Jonathan Hyde,Jason Watkins,Patricia Hodge,Naomi Battrick,David Bamber",ACTOR,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Counterpart,SHOW,2017.0,57.0,"['scifi', 'drama', 'thriller']",8.0,"J.K. Simmons,Nazanin Boniadi,Harry Lloyd,Olivia Williams,Sara Serraiocco,Nicholas Pinnock,Betty Gabriel,James Cromwell",ACTOR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tom Clancy's Jack Ryan,SHOW,2018.0,48.0,"['war', 'thriller', 'action', 'drama']",8.0,"John Krasinski,Wendell Pierce,John Hoogenakker,Jordi Mollà,Francisco Denis,Jovan Adepo,Michael Kelly,Cristina Umaña,Noomi Rapace",ACTOR,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
You Were Never Really Here,MOVIE,2017.0,89.0,"['thriller', 'crime', 'drama']",6.8,"Joaquin Phoenix,Judith Roberts,Ekaterina Samsonov,John Doman,Alex Manette,Dante Pereira-Olson,Alessandro Nivola,Larry Canady,Vinicius Damasceno,Neo Randall,Frank Pando,Edward Latham,Claire Hsu,Denis Ozer,Tia-Sophia Begh,Lucy Lan Luo,Annie Mac-Yang,Lilian Tsang,Mengqi He,Rose De Vera,Tian-Lan Chaudhry,Ryan Martin Brown,Ace Ramsey,Silvia Pena,Jason Babinsky,Jonathan Wilde,Ronan Summers,Kate Easton,Scott Price,Novella Nelson,Madison Arnold,Leigh Dunham,Joseph Anthony Jerez,Jalina Mercado,Sophie Piedras,Christian Reeve,Oleg Ossayenko,Cristina Dohmen,Lynne Ramsay",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The White Princess,SHOW,2017.0,58.0,"['drama', 'history', 'romance', 'war', 'european']",7.5,"Jodie Comer,Rebecca Benson,Jacob Collins-Levy,Kenneth Cranham,Essie Davis,Richard Dillane,Patrick Gibson,Caroline Goodall,Amy Manson,Adrian Rawlins,Vincent Regan,Suki Waterhouse,Joanne Whalley,Andrew Whipp,Michelle Fairley",ACTOR,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Britannia,SHOW,2018.0,45.0,"['scifi', 'action', 'drama', 'fantasy', 'european']",6.8,"Kelly Reilly,David Morrissey,Nikolaj Lie Kaas,Zoë Wanamaker,Stanley Weber,Eleanor Worthington-Cox,Hugo Speer,Annabel Scholey,Julian Rhind-Tutt,Ian McDiarmid",ACTOR,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
Suspiria,MOVIE,2018.0,152.0,"['thriller', 'horror', 'fantasy', 'drama', 'european']",6.7,"Dakota Johnson,Tilda Swinton,Mia Goth,Angela Winkler,Ingrid Caven,Chloë Grace Moretz,Elena Fokina,Sylvie Testud,Renée Soutendijk,Christine Leboutte,Małgorzata Bela,Fabrizia Sacchi,Jessica Harper,Jessica Batut,Alek Wek,Vincenza Modica,Vanda Capriolo,Brigitte Cuvelier,Gala Moody,Anne-Lise Brevers,Sara Sguotti,Halla Thordardottir,Olivia Ancona,Marjolaine Uscotti,Sharon Campbell,Elfriede Hock,Clémentine Houdart,Charo Calvo,Majon van der Schot,Josepha Madoki,Navala Chaudhari,Karina El Amrani,Doris Hick,Mikael Olsson,Fred Kelemen,Greta Bohacek,Joel-Dennis Bienstock,Toby Ashraf,Luca Guadagnino",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
The Lost City of Z,MOVIE,2017.0,141.0,"['drama', 'action', 'history', 'european']",6.6,"Charlie Hunnam,Robert Pattinson,Sienna Miller,Tom Holland,Angus Macfadyen,Edward Ashley,Clive Francis,Ian McDiarmid,Franco Nero,Matthew Sunderland,Johann Myers,Daniel Huttlestone,Harry Melling,Pedro Coello,Aleksandar Jovanović,Yelena Solovey,Bobby Smalldridge,Tom Mulheron,Nathaniel Bates Fisher,Murray Melvin,Michael Jenn,Michael Ford-FitzGerald,Frank Clem,Bethan Coomber,David Calder,Stacy Shane,Pat Mooney,Colin Carnegie,Anthony Boyle,Neil Bromley,Bill Hurst,Richard Croxford,Louise Parker,Jose Pereira,Gustavo Duque,Fernando Vigui,Nicholas Agnew,Robert Fawsitt,Patrick McBrearty,Gary Crossan,Niall Cusack,Nick Sampson,Ruairí Heading,David Coon,James Gray",ACTOR,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Made In Abyss,SHOW,2017.0,26.0,"['scifi', 'fantasy', 'animation', 'action', 'drama']",8.3,"Mariya Ise,Miyu Tomita",ACTOR,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
K.G.F: Chapter 1,MOVIE,2018.0,156.0,"['drama', 'action', 'crime', 'thriller']",8.2,"Yash,Srinidhi Shetty,Achyuth Kumar,Malavika Avinash,Anant Nag,Vasishta N. Simha,Neenasam Ashwath,Archana Jois,Ayyappa P. Sharma,Tamanna Bhatia,Ashok Sharma,Ramesh Indira,Ramachandra Raju,Vinay Bidappa,B. S. Avinash,Dinesh Mangalore,John Kokken,Sampath Maitreya,B Suresha,Puneeth Rudranag,Maran,Tarak Ponnappa,Roopa Rayappa,Prashanth Neel",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Homecoming,SHOW,2018.0,30.0,"['drama', 'reality', 'thriller']",7.4,"Stephan James,Janelle Monáe,Chris Cooper",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Submergence,MOVIE,2017.0,112.0,"['thriller', 'drama', 'romance', 'european']",5.4,"James McAvoy,Alicia Vikander,Celyn Jones,Alexander Siddig,Alex Hafner,Harvey Friedman,Jean-Pierre Lorit,Loïc Corbery,Adam Quintero,Julien Bouanich,Jess Liaudin,Andrea Guasch,Jannik Schümann,Thibaut Évrard,Reda Kateb,Marie-Anne Cambon Bonavita,Godehard Giese,Mohamed Hakeemshady,Clémentine Baert,Adama Barry,Wim Wenders",ACTOR,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
The VelociPastor,MOVIE,2018.0,75.0,"['action', 'thriller', 'comedy', 'fantasy', 'horror', 'scifi']",5.0,"Greg Cohan,Alyssa Kempinski,Claire Hsu,Aurelio Voltaire,Daniel Steere,Fernando Pacheco de Castro,Yang Jiechang,Nicholas M. Garofolo,Zachary Steere,Jesse Turits,David Sokol,Douglas Saint James,Pat Hroncich,George Schewnzer,Brendan Steere",ACTOR,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Beautiful Boy,MOVIE,2018.0,121.0,['drama'],7.3,"Steve Carell,Timothée Chalamet,Maura Tierney,Amy Ryan,Christian Convery,Oakley Bull,Kaitlyn Dever,Stefanie Scott,Julian Works,Jack Dylan Grazer,Zachary Rifkin,Kue Lawrence,Timothy Hutton,Amy Forsyth,Andre Royo,Ricky Low,LisaGay Hamilton,Carlton Wilborn,Amy Aquino,Marypat Farrell,Brandon James Cienfuegos,Cheska Corona,Mandeiya Flory,Martha T. Newman,Minerva García,Nikki Snipper,Anastasia Leddick,Edward Fletcher,Justin Townes Earle,Seann Gallagher,Brooklin Thacher,Sasha Kelly Jackson,Tom Beyer,David Mendenhall,Felix van Groeningen",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Big Sick,MOVIE,2017.0,119.0,"['romance', 'drama', 'comedy']",7.5,"Kumail Nanjiani,Zoe Kazan,Holly Hunter,Ray Romano,Anupam Kher,Zenobia Shroff,Adeel Akhtar,Bo Burnham,Aidy Bryant,Kurt Braunohler,Vella Lovell,Myra Lucretia Taylor,Jeremy Shamos,David Alan Grier,Ed Herbstman,Shenaz Treasury,Rebecca Naomi Jones,Kuhoo Verma,Mitra Jouhari,Celeste Arias,Shana Solomon,Jeff Blumenkrantz,Linda Emond,Holly Chou,Andrew Pang,Alison Cimmet,Lawrence Ballard,Shunori Ramanathan,Spencer House,Susham Bedi,Rahul Bedi,Matthew Cardarople,Myra Turley,William Stephenson,Marilyn Torres,Kerry Flanagan,Jack O'Connell,Charles Gould,Isabel Shill,Lauren Patten,Keilly McQuail,Zach Cherry,Jack Corrigan,Sophia Muller,Michael Showalter",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Howards End,SHOW,2017.0,60.0,"['drama', 'romance', 'european']",7.3,"Hayley Atwell,Matthew Macfadyen,Julia Ormond,Tracey Ullman,Philippa Coulthard,Jonah Hauer-King,Joseph Quinn,Alex Lawther,Sandra Voe,Gavin Brocker,Miles Jupp,Joe Bannister,Donna Banya,Bessie Carter,Rosalind Eleazar,Yolanda Kettle,Hannah Traylen,Estrid Barton,Matthew Marrs,William Belchambers,Sagar Arya,Jos Slovick,Andrew Bridgmont,Harry Gostelow,George Taylor,Leonie Benesch",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Vanity Fair,SHOW,2018.0,47.0,"['drama', 'comedy']",7.3,"Olivia Cooke,Tom Bateman,Claudia Jessie,Johnny Flynn,Michael Palin,Frances de la Tour,Sian Clifford,Martin Clunes,Charlie Rowe,Ellie Kendrick,Robert Pugh,Simon Russell Beale,David Fynn,Claire Skinner,Jonathan Entwistle,James Strong",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Get Shorty,SHOW,2017.0,56.0,"['crime', 'comedy']",8.2,"Chris O'Dowd,Ray Romano,Sean Bridgers,Lidia Porto,Goya Robles,Megan Stevenson,Carolyn Dodd,Lucy Walters,Sarah Stiles,Isaac Keys",ACTOR,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Absentia,SHOW,2017.0,42.0,"['drama', 'thriller', 'crime']",7.2,"Stana Katic,Patrick Heusinger,Matthew Le Nevez,Neil Jackson,Natasha Little,Christopher Colquhoun,Patrick McAuley,Paul Freeman",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Marrowbone,MOVIE,2017.0,111.0,"['thriller', 'horror', 'drama', 'european']",6.6,"George MacKay,Anya Taylor-Joy,Charlie Heaton,Mia Goth,Matthew Stagg,Nicola Harrison,Kyle Soller,Tom Fisher,Myra Kathryn Pearse,Paul Jesson,Robert Nairne,Laura Brook,Adam Quintero,Sergio G. Sánchez",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Vida,SHOW,2018.0,35.0,['drama'],7.2,"Melissa Barrera,Mishel Prada,Ser Anzoategui,Chelsea Rendon,Carlos Miranda,Maria-Elena Laas",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stargate Origins: Catherine,MOVIE,2018.0,104.0,"['action', 'scifi', 'history']",4.2,"Ellie Gall,Connor Trinneer,Aylam Orian,Philip Alexander,Shvan Aladdin,Salome Azizi,Michelle Jubilee Gonzalez,Sarah Navratil,Daniel Rashid,Tonatiuh,Derek Chariton,Mercedes Bryce Morgan",ACTOR,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wotakoi: Love Is Hard for Otaku,SHOW,2018.0,23.0,"['comedy', 'animation', 'romance']",7.5,"Itou Kento,Tomokazu Sugita,Arisa Date,Yuki Kaji,Aoi Yuki,Miyuki Sawashiro",ACTOR,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ordeal by Innocence,SHOW,2018.0,55.0,"['drama', 'thriller', 'crime', 'european']",7.3,"Bill Nighy,Anthony Boyle,Anna Chancellor,Morven Christie,Crystal Clarke,Christian Cooke,Alice Eve,Matthew Goode,Ella Purnell,Eleanor Tomlinson,Luke Treadaway,Brian McCardie,Frances Grey",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Tin Star,SHOW,2017.0,48.0,"['drama', 'crime', 'thriller', 'european']",7.2,"Tim Roth,Genevieve O'Reilly,Abigail Lawrie",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Gonjiam: Haunted Asylum,MOVIE,2018.0,94.0,['horror'],6.3,"Wi Ha-jun,Park Ji-hyun,Oh Ah-yeon,Moon Ye-won,Park Sung-hoon,Lee Seung-wook,Yoo Je-yoon,Park Chung-hee,Park Geun-hye,Jung Bum-shik",ACTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Little Women,SHOW,2017.0,37.0,"['drama', 'family', 'romance']",7.2,"Emily Watson,Maya Hawke,Willa Fitzgerald,Kathryn Newton,Annes Elwy,Jonah Hauer-King,Michael Gambon,Angela Lansbury,Dylan Baker,Eleanor Methven,Julian Morris,Vanessa Caswill",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
The ABC Murders,SHOW,2018.0,54.0,"['drama', 'thriller', 'crime']",6.6,"John Malkovich,Rupert Grint,Eamon Farren,Andrew Buchan,Bronwyn James,Tara Fitzgerald,Anya Chalotra,Freya Mavor,Conrad McCroddan,Eve Austin,Suzanne Packer,Jack Farthing,Shirley Henderson",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LOL: Last One Laughing,SHOW,2018.0,31.0,"['comedy', 'reality']",3.5,Eugenio Derbez,ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Banana Fish,SHOW,2018.0,22.0,"['animation', 'crime', 'action', 'drama']",8.2,"Yoshimasa Hosoya,Jun Fukuyama,Unsho Ishizuka,Soma Saito,Kenji Nojima,Shoya Chiba,Hiroaki Hirata,Makoto Furukawa,Yuma Uchida,Toshiyuki Morikawa",ACTOR,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Loudermilk,SHOW,2017.0,29.0,"['drama', 'comedy']",7.8,"Ron Livingston,Will Sasso,Laura Mennell,Anja Savcic,Toby Levins,Timothy Webber,Tyler Layton-Olson,Mat Fraser",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
American Animals,MOVIE,2018.0,117.0,"['drama', 'history', 'thriller', 'documentation', 'crime']",7.0,"Evan Peters,Barry Keoghan,Blake Jenner,Jared Abrahamson,Warren Lipka,Spencer Reinhard,Chas Allen,Eric Borsuk,Ann Dowd,Gary Basaraba,Lara Grice,Jane McNeill,Whitney Goin,Udo Kier,Wayne Duvall,Fedor Steer,Jack Landry,Gretchen Koerner,William Cowboy Reed,Drew Starkey,Karen Wheeling Reynolds,Kevin L. Johnson,Abigail Dolan,Dorothy Reynolds,Al Mitchell,Marlo Scheitler,Pamela Mitchell,Tiffany Alice,Josh Royston,Steven 'Trainset' Curtis,Grayson Nickel,Daniel Freeze,Lauran Foster,Jesse Truesdell,Alec Heroux,Morgan Prewitt,Brian Cole,Stacy Rabon,Bonnie Cole,Jason Caceres,Stephen Royal Phillips,Ben McIntire,Josh Jordan,Bobby Akers,Cody Taylor,Debby Handolescu,Liam Marcy,James R. Wiley,Elijah Everett,John Demers,Hannah Hoyt,Kelly Borgnis,Sophia Alongi,AJ Taylor,Kareem J. Alston,Bart Layton",ACTOR,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cold War,MOVIE,2018.0,88.0,"['romance', 'drama', 'history', 'music', 'european']",7.5,"Joanna Kulig,Tomasz Kot,Borys Szyc,Agata Kulesza,Cédric Kahn,Jeanne Balibar,Adam Woronowicz,Adam Ferency,Adam Szyszkowski,Dražen Šivak,Slavko Sobin,Aloïse Sauvage,Paweł Pawlikowski",ACTOR,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
"Summer Days, Summer Nights",MOVIE,2018.0,124.0,['drama'],6.3,"Pico Alexander,Lindsey Morgan,Caitlin Stasey,Anthony Ramos,Amadeus Serafini,Rita Volk,Edward Burns,Zoe Levin,Jon Rudnitsky,Susan Misner,Carly Brooke,Dan O'Brien Jr.,Isabella Farrell,Lydia Styslinger,Charles Aitken,Samantha Buck,Mick Hazen,Ariana Chantelle Cordero,Edward Burns",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Interlude In Prague,MOVIE,2017.0,103.0,"['drama', 'romance', 'history', 'music', 'european']",6.1,"Aneurin Barnard,James Purefoy,Samantha Barks,Morfydd Clark,Dervla Kirwan,Ian Bonar,Adrian Edmondson,Kryštof Hádek,Veronika Lapková,Anna Stropnická,Nickolas Grace,Jitka Ježková,Adam Vacula,Ross William Wild,Gregory Gudgeon,Lucia Šipošová,Hana Vagnerová,Jan Révai,Andrea Miltner,Jared Doreck,David Fisher,Sam Truman,Anna Rust,Ruby Bentall,Raymond Thiry,Vladimír Kulhavý,David Máj,Petr Vaněk,Edmund Kingsley,Claudia Vašeková,Charlotte Peters,Klára Issová,Alena Doláková,Michaela Syrova,Petr Klimeš,Kateřina Kněžíková,Lucie Rozsnyó,Vojta Procházka,Christina Johnston,Jiří Mádl,John Stephenson",ACTOR,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
The Little Hours,MOVIE,2017.0,90.0,"['comedy', 'romance']",5.8,"Alison Brie,Dave Franco,Kate Micucci,Aubrey Plaza,John C. Reilly,Molly Shannon,Fred Armisen,Jemima Kirke,Lauren Weedman,Nick Offerman,Paul Reiser,Adam Pally,Paul Weitz,Jon Gabrus,Rolando Abbarchi,Teresa Marini,Dina Lenzi,Maria Irene Vetrano,Letizia Giuntini,Samanta Gualtieri,Sena Lippi,Sonia Luscia,Margherita Ferri,Anna Maria Baldocchi,Benedetta Guintini,Benedetta Spinetti,Carla Buscemi,Elisa Pierini,Laura Salvini,Marta Petracchi,Rossana Bena,Rossella Ambrosini,Sara Venut,Teresa Recchia,Vanessa Villa,Colin DeMartini,Fabio Magnani,Luca Rondinini,Luigi Biava,Pierfrancesco Melley,Paolo Preziuso,Jeff Baena",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Parallel,MOVIE,2018.0,104.0,"['scifi', 'drama', 'thriller']",5.8,"Martin Wallström,Georgia King,Alyssa Diaz,Mark O'Brien,Aml Ameen,Carrie Genzel,Shannon Chan-Kent,Cassidy Darling,Izabel Pearce,David Harewood,Isaac Ezban",ACTOR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jungle,MOVIE,2017.0,115.0,"['thriller', 'drama', 'action', 'european']",6.7,"Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Joel Jackson,Yasmin Kassim,Luis Jose Lopez,Lily Sullivan,Jacek Koman,Angie Milliken,John Bluthal,Rodrigo Marulanda,Elias Granado,Miguel Angel Martinez,Cayam Ghinsberg,Brandon Membreno,Lucho Velasco,Obeida Benavides,Joey Vieira,Natasha Pruchniewicz,Kirra Gaskell,Cassandra Robinson,Ricardo Valencia,Manuel Ruiz,Ioulia Pakhomova,Nelson Camayo,Adrian Javier Perez,Claire Jones,Sara Ocampo,Henry Orozco,Paris Moletti,Greg McLean",ACTOR,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
